name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
"O'Loughlin, Dr. William Francis Norman",male,63,deck crew,B,England,NA,NA,NA,NA,0
"Orpet, Mr. Walter Hayward",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Orr, Mr. James",male,39,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Osborne, Mr. William Edward",male,32,victualling crew,B,England,NA,NA,NA,NA,0
"Osman, Mr. Frank",male,27,deck crew,S,England,NA,NA,NA,NA,1
"Othen, Mr. Charles Alfred",male,36,engineering crew,S,England,NA,NA,NA,NA,1
"Owen, Mr. Lewis",male,43,victualling crew,S,Wales,NA,NA,NA,NA,0
"Pacey, Mr. Reginald lvan",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Pachera, Sig. Jean Baptiste Stanislas",male,19,restaurant staff,S,England,NA,NA,NA,NA,0
"Paice, Mr. Richard Charles John",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Painter, Mr. Charles",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Painter, Mr. Frank",male,29,engineering crew,S,England,NA,NA,NA,NA,0
"Paintin, Mr. James Arthur",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Palles, Mr. Thomas Henry Michael",male,45,engineering crew,B,England,NA,NA,NA,NA,0
"Parsons, Mr. Edward",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Parsons, Mr. Frank Alfred",male,27,engineering crew,B,England,NA,NA,NA,NA,0
"Parsons, Mr. Richard Henry",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"Pascoe, Mr. Charles H.",male,45,deck crew,S,England,NA,NA,NA,NA,1
"Pearce, Mr. Alfred Emest",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Pearce, Mr. John",male,28,engineering crew,S,England,NA,NA,NA,NA,1
"Pearcey, Mr. Albert Victor",male,25,victualling crew,S,England,NA,NA,NA,NA,1
"Pedrini, Sig. Alessandro",male,21,restaurant staff,S,England,NA,NA,NA,NA,0
"Pelham, Mr. George",male,39,engineering crew,S,England,NA,NA,NA,NA,1
"Pennal, Mr. Thomas Frederick Cohen",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Penny, Mr. William Farr",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Penrose, Mr. John Poole",male,49,victualling crew,B,England,NA,NA,NA,NA,0
"Peracchio, Sig. Alberto",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Peracchio, Sig. Sebastiano",male,17,restaurant staff,S,England,NA,NA,NA,NA,0
"Perkins, Mr. Laurence Alexander",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Perkis, Mr. Walter John",male,37,deck crew,B,England,NA,NA,NA,NA,1
"Perotti, Sig. Alfonso",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Perren, Mr. William Charles",male,48,victualling crew,S,England,NA,NA,NA,NA,0
"Perriton, Mr. Hubert Prouse",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Perry, Mr. Edgar Lionel",male,19,engineering crew,S,England,NA,NA,NA,NA,1
"Perry, Mr. Henry Frederick",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Peters, Mr. William Chapman",male,26,deck crew,S,England,NA,NA,NA,NA,1
"Petty, Mr. Edwin Henry",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Pfropper, Mr. Richard Paul Jozef",male,30,victualling crew,S,Germany,NA,NA,NA,NA,1
"Phillimore, Mr. Harold Charles William",male,23,victualling crew,B,England,NA,NA,NA,NA,1
"Phillips, Mr. A. George",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Phillips, Mr. John George",male,25,victualling crew,B,England,NA,NA,NA,NA,0
"Phillips, Mr. Walter John",male,35,restaurant staff,S,England,NA,NA,NA,NA,0
"Piatti, Sig. Louis",male,17,restaurant staff,S,England,NA,NA,NA,NA,0
"Piazza, Sig. Pompeo Gaspro",male,33,restaurant staff,S,England,NA,NA,NA,NA,0
"Pitfield, Mr. William James",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Pitman, Mr. Herbert John",male,34,deck crew,B,England,NA,NA,NA,NA,1
"Platt, Mr. Wilfred George",male,18,victualling crew,S,England,NA,NA,NA,NA,0
"Podesta, Mr. Alfred John Alexander",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Poggi, Sig. Emilio",male,28,restaurant staff,S,England,NA,NA,NA,NA,0
"Poingdestre, Mr. John Thomas",male,33,deck crew,S,Channel Islands,NA,NA,NA,NA,1
"Pond, Mr. George",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Pook, Mr. Percy Robert",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Porteus, Mr. Thomas Henry",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Port, Mr. Frank",male,22,victualling crew,S,England,NA,NA,NA,NA,1
"Prangnell, Mr. George Alexander",male,30,engineering crew,S,England,NA,NA,NA,NA,1
"Prentice, Mr. Frank Winnold",male,23,victualling crew,S,England,NA,NA,NA,NA,1
"Preston, Mr. Thomas Charles Alfred",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Price, Mr. Ernest Cyril",male,17,restaurant staff,S,England,NA,NA,NA,NA,0
"Prichard, Mrs. Alice Maud",female,36,victualling crew,S,England,NA,NA,NA,NA,1
"Prideaux, Mr. John Arthur (Jack)",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Priest, Mr. Arthur John",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Prior, Mr. Harold John Arnold",male,21,victualling crew,S,England,NA,NA,NA,NA,1
"Proctor, Mr. Charles",male,46,victualling crew,B,England,NA,NA,NA,NA,0
"Proudfoot, Mr. Richard Royston",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Pryce, Mr. Charles William",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Pugh, Mr. Alfred",male,20,victualling crew,S,England,NA,NA,NA,NA,1
"Pugh, Mr. Arthur Percy",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Pusey, Mr. William Robert Holland",male,22,engineering crew,S,England,NA,NA,NA,NA,1
"Puzey, Mr. John Edward",male,44,victualling crew,B,England,NA,NA,NA,NA,0
"Randall, Mr. Frank Henry",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Ranger, Mr. Thomas",male,29,engineering crew,S,England,NA,NA,NA,NA,1
"Ransom, Mr. James Augustus",male,50,victualling crew,B,England,NA,NA,NA,NA,0
"Rattenbury, Mr. William Henry",male,38,victualling crew,B,Channel Islands,NA,NA,NA,NA,0
"Ratti, Sig. Enrico",male,21,restaurant staff,S,England,NA,NA,NA,NA,0
"Ray, Mr. Frederick Dent",male,32,victualling crew,B,England,NA,NA,NA,NA,1
"Read, Mr. Joseph",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Reed, Mr. Thomas Charles Prowse",male,55,victualling crew,S,England,NA,NA,NA,NA,0
"Reeves, Mr. Frederick Simms",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"Reid, Mr. Robert Thomas",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Revell, Mr. William James Francis",male,31,victualling crew,B,England,NA,NA,NA,NA,0
"Ricaldone, Sig. Rinaldo Renato",male,22,restaurant staff,S,England,NA,NA,NA,NA,0
"Rice, Mr. Charles",male,32,engineering crew,S,England,NA,NA,NA,NA,1
"Rice, Mr. John Reginald",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Rice, Mr. Percy",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Richards, Mr. Joseph James",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Rickman, Mr. George Albert",male,36,engineering crew,S,England,NA,NA,NA,NA,0
"Ricks, Mr. Cyril Gordon",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Ridout, Mr. Walter George",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Rigozzi, Sig. Abele",male,22,restaurant staff,S,England,NA,NA,NA,NA,0
"Rimmer, Mr. Gilbert",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Roberton, Mr. George Edward",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Roberts, Mr. Frank John",male,37,victualling crew,B,England,NA,NA,NA,NA,0
"Roberts, Mr. Hugh H.",male,40,victualling crew,B,Wales,NA,NA,NA,NA,0
"Roberts, Mr. Robert George",male,35,engineering crew,S,England,NA,NA,NA,NA,0
"Roberts, Mrs. Mary Kezia",female,41,victualling crew,S,England,NA,NA,NA,NA,1
"Robinson, Mr. James William",male,30,victualling crew,S,England,NA,NA,NA,NA,0
"Robinson, Mrs. Annie",female,41,victualling crew,S,England,NA,NA,NA,NA,1
"Rogers, Mr. Edward James William",male,31,victualling crew,S,England,NA,NA,NA,NA,0
"Rogers, Mr. Michael",male,27,victualling crew,S,Ireland,NA,NA,NA,NA,0
"Ross, Mr. Horace Leopold",male,36,victualling crew,S,England,NA,NA,NA,NA,1
"Rotta, Sig. Angelo Mario",male,23,restaurant staff,S,England,NA,NA,NA,NA,0
"Rous, Mr. Arthur John",male,26,engineering crew,B,England,NA,NA,NA,NA,0
"Rousseau, Mr. Pierre",male,49,restaurant staff,S,England,NA,NA,NA,NA,0
"Rowe, Mr. Edgar Maurice",male,31,victualling crew,B,England,NA,NA,NA,NA,0
"Rowe, Mr. George Thomas",male,32,deck crew,B,England,NA,NA,NA,NA,1
"Rudd, Mr. Henry",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Rule, Mr. Samuel James",male,58,victualling crew,B,England,NA,NA,NA,NA,1
"Russell, Mr. Boysie Richard",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Rutter, Mr. Sidney Frank",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Ryan, Mr. Thomas",male,28,victualling crew,S,Channel Islands,NA,NA,NA,NA,0
"Ryerson, Mr. William Edwy",male,33,victualling crew,S,Canada,NA,NA,NA,NA,1
"Saccaggi, Sig. Giovanni Giuseppe Emilio",male,24,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Salussolia, Sig. Govanni",male,25,restaurant staff,S,England,NA,NA,NA,NA,0
"Samuel, Mr. Owen Wilmore",male,47,victualling crew,S,Wales,NA,NA,NA,NA,0
"Sangster, Mr. Charles Edward",male,30,engineering crew,S,England,NA,NA,NA,NA,0
"Sartori, Sig. Lazar",male,24,restaurant staff,S,England,NA,NA,NA,NA,0
"Saunders, Mr. D. E.",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Saunders, Mr. F.",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Saunders, Mr. W.",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Saunders, Mr. Walter Ernest",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Savage, Mr. Charles Joseph",male,23,victualling crew,S,England,NA,NA,NA,NA,1
"Sawyer, Mr. Robert James",male,31,deck crew,S,England,NA,NA,NA,NA,0
"Scarrott, Mr. Joseph George",male,33,deck crew,S,England,NA,NA,NA,NA,1
"Scavino, Sig. Candido",male,42,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Scott, Mr. Archibald",male,41,engineering crew,S,Northern Ireland,NA,NA,NA,NA,0
"Scott, Mr. Frederick William",male,28,engineering crew,S,England,NA,NA,NA,NA,1
"Scott, Mr. John",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"Scovell, Mr. Robert",male,55,victualling crew,S,England,NA,NA,NA,NA,0
"Sedunary, Mr. Samuel Francis",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Self, Mr. Albert Charles Edward",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Self, Mr. Alfred Henry",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Senior, Mr. Harry",male,31,engineering crew,S,England,NA,NA,NA,NA,1
"Sesia, Sig. Giacomo",male,24,restaurant staff,S,England,NA,NA,NA,NA,0
"Seward, Mr. Wilfred Deable",male,25,victualling crew,S,England,NA,NA,NA,NA,1
"Shaw, Mr. Henry",male,42,victualling crew,S,England,NA,NA,NA,NA,0
"Shea, Mr. John Joseph",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Shea, Mr. Thomas",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Sheath, Mr. Frederick",male,20,engineering crew,S,England,NA,NA,NA,NA,1
"Shepherd, Mr. Jonathan",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Shiers, Mr. Alfred Charles",male,25,engineering crew,S,England,NA,NA,NA,NA,1
"Shillabeer, Mr. Charles Frederick",male,19,engineering crew,S,England,NA,NA,NA,NA,0
"Siebert, Mr. Sidney Conrad",male,29,victualling crew,B,England,NA,NA,NA,NA,0
"Simmons, Mr. Andrew George James",male,31,victualling crew,S,England,NA,NA,NA,NA,1
"Simmons, Mr. Frederick Charles",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Simmons, Mr. William Simon C.",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Simpson, Dr. John Edward",male,37,deck crew,S,Northern Ireland,NA,NA,NA,NA,0
"Sivier, Mr. William",male,23,victualling crew,S,England,NA,NA,NA,NA,0
"Skeates, Mr. William",male,23,engineering crew,S,England,NA,NA,NA,NA,0
"Skinner, Mr. Edward",male,41,victualling crew,B,England,NA,NA,NA,NA,0
"Slight, Mr. Harry John",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Slight, Mr. William Henry James",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Sloan, Miss. Mary",female,28,victualling crew,S,Northern Ireland,NA,NA,NA,NA,1
"Sloan, Mr. Peter",male,31,engineering crew,B,England,NA,NA,NA,NA,0
"Slocombe, Mrs. Maude Louise",female,30,victualling crew,S,England,NA,NA,NA,NA,1
"Small, Mr. William",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Smillie, Mr. John",male,29,victualling crew,B,Scotland,NA,NA,NA,NA,0
"Smith, Captain. Edward John",male,62,deck crew,S,England,NA,NA,NA,NA,0
"Smither, Mr. Harry James",male,22,engineering crew,S,England,NA,NA,NA,NA,0
"Smith, Miss. Katherine Elizabeth",female,45,victualling crew,S,England,NA,NA,NA,NA,1
"Smith, Mr. Charles Edwin",male,40,victualling crew,S,England,NA,NA,NA,NA,0
"Smith, Mr. Charles Henry James",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Smith, Mr. Emest George",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Smith, Mr. F.",male,20,victualling crew,B,England,NA,NA,NA,NA,0
"Smith, Mr. James Muil",male,39,engineering crew,B,Scotland,NA,NA,NA,NA,0
"Smith, Mr. James William",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Smith, Mr. John Richard Jago",male,35,victualling crew,S,NA,NA,NA,NA,NA,0
"Smith, Mr. Reginald George",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Smith, Mr. William",male,26,deck crew,S,England,NA,NA,NA,NA,0
"Snape, Mrs. Lucy Violet",female,22,victualling crew,S,England,NA,NA,NA,NA,0
"Snellgrove, Mr. George",male,41,engineering crew,S,England,NA,NA,NA,NA,0
"Snooks, Mr. W.",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Snow, Mr. Eustace Philip",male,21,engineering crew,S,England,NA,NA,NA,NA,1
"Sparkman, Mr. Henry William",male,36,engineering crew,S,England,NA,NA,NA,NA,1
"Stagg, Mr. John Henry",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Stanbrook, Mr. Augustus George",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Stap, Miss. Sarah Agnes",female,47,victualling crew,S,England,NA,NA,NA,NA,1
"Stebbings, Mr. Sydney Frederick",male,36,victualling crew,B,England,NA,NA,NA,NA,0
"Steel, Mr. Robert Edward",male,30,engineering crew,S,NA,NA,NA,NA,NA,0
"Stewart, Mr. John",male,28,victualling crew,B,Scotland,NA,NA,NA,NA,1
"Stocker, Mr. Henry Dorey",male,20,engineering crew,S,England,NA,NA,NA,NA,0
"Stone, Mr. Edmund",male,33,victualling crew,S,England,NA,NA,NA,NA,0
"Stone, Mr. Edward Thomas",male,29,victualling crew,S,England,NA,NA,NA,NA,0
"Street, Mr. Thomas Albert",male,25,engineering crew,S,England,NA,NA,NA,NA,1
"Stroud, Mr. Edward Alfred Orlando",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Stroud, Mr. Harry John",male,35,victualling crew,S,England,NA,NA,NA,NA,0
"Strugnell, Mr. John Herbert",male,34,victualling crew,B,England,NA,NA,NA,NA,0
"Stubbings, Mr. Harry Robert",male,31,victualling crew,B,England,NA,NA,NA,NA,0
"Stubbs, Mr. James Henry",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Sullivan, Mr. S.",male,25,engineering crew,S,England,NA,NA,NA,NA,0
"Swan, Mr. William",male,48,victualling crew,B,Northern Ireland,NA,NA,NA,NA,0
"Symonds, Mr. John Crane",male,45,victualling crew,B,England,NA,NA,NA,NA,0
"Symons, Mr. George Thomas Macdonald",male,24,deck crew,S,England,NA,NA,NA,NA,1
"Talbot, Mr. George Frederick Charles",male,20,victualling crew,S,England,NA,NA,NA,NA,0
"Tamlyn, Mr. Frederick",male,24,deck crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. Bernard Cuthbert",male,22,victualling crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. Charles William Frederick",male,40,deck crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. George",male,24,engineering crew,S,England,NA,NA,NA,NA,1
"Taylor, Mr. J.",male,42,engineering crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. John Henry",male,49,engineering crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. Leonard",male,19,victualling crew,S,England,NA,NA,NA,NA,0
"Taylor, Mr. William Henry",male,28,engineering crew,S,England,NA,NA,NA,NA,1
"Taylor, Mr. William John",male,32,victualling crew,S,England,NA,NA,NA,NA,0
"Terrell, Mr. Bertram",male,19,deck crew,S,England,NA,NA,NA,NA,0
"Terrell, Mr. Frank",male,27,victualling crew,S,England,NA,NA,NA,NA,1
"Testoni, Sig. Ercole",male,23,restaurant staff,S,England,NA,NA,NA,NA,0
"Teuton, Mr. Thomas Moore",male,35,victualling crew,S,England,NA,NA,NA,NA,0
"Thaler, Mr. Montague Donald",male,17,victualling crew,S,England,NA,NA,NA,NA,0
"Theissinger, Mr. Alfred",male,46,victualling crew,S,England,NA,NA,NA,NA,1
"Thomas, Mr. Albert Charles",male,23,victualling crew,S,England,NA,NA,NA,NA,1
"Thomas, Mr. Benjamin James",male,30,victualling crew,B,England,NA,NA,NA,NA,1
"Thomas, Mr. Joseph Wakefield",male,24,engineering crew,S,England,NA,NA,NA,NA,0
"Thompson, Mr. Herbert Henry",male,25,victualling crew,B,England,NA,NA,NA,NA,0
"Thompson, Mr. John William",male,35,engineering crew,S,England,NA,NA,NA,NA,1
"Thorley, Mr. William",male,39,victualling crew,S,England,NA,NA,NA,NA,0
"Thorn, Mr. Harry",male,25,victualling crew,S,England,NA,NA,NA,NA,0
"Threlfall, Mr. Thomas",male,44,engineering crew,S,England,NA,NA,NA,NA,1
"Thresher, Mr. George Terrill",male,25,engineering crew,S,England,NA,NA,NA,NA,1
"Tietz, Sig. Carlo/Karl",male,27,restaurant staff,S,England,NA,NA,NA,NA,0
"Tizard, Mr. Arthur Leopold",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Toms, Mr. Fred",male,29,victualling crew,B,England,NA,NA,NA,NA,1
"Topp, Mr. Thomas",male,28,victualling crew,S,England,NA,NA,NA,NA,0
"Toshack, Mr. James Adamson",male,30,victualling crew,S,Scotland,NA,NA,NA,NA,0
"Tozer, Mr. James",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Triggs, Mr. Reuben Robert",male,39,engineering crew,S,England,NA,NA,NA,NA,1
"Turley, Mr. Richard",male,37,engineering crew,B,Ireland,NA,NA,NA,NA,0
"Turner, Mr. George Frederick",male,42,victualling crew,S,England,NA,NA,NA,NA,0
"Turner, Mr. Leopold Olerenshaw",male,28,victualling crew,B,England,NA,NA,NA,NA,0
"Turvey, Mr. Charles Thomas",male,17,restaurant staff,S,England,NA,NA,NA,NA,0
"Urbini, Sig. Roberto",male,20,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Valvassori, Sig. Ettore Luigi",male,35,restaurant staff,S,England,NA,NA,NA,NA,0
"van der Brugge, Mr. Wessel Adrianus",male,38,engineering crew,S,Netherlands,NA,NA,NA,NA,0
"Veal, Mr. Arthur",male,36,engineering crew,S,England,NA,NA,NA,NA,0
"Veal, Mr. Thomas Henry Edom",male,38,victualling crew,S,England,NA,NA,NA,NA,0
"Vear, Mr. Henry",male,33,engineering crew,S,England,NA,NA,NA,NA,0
"Vear, Mr. William",male,34,engineering crew,S,England,NA,NA,NA,NA,0
"Vicat, Sig. Alphonse Jean Eugene",male,21,restaurant staff,S,England,NA,NA,NA,NA,0
"Vigott, Mr. Philip Francis",male,32,deck crew,S,Channel Islands,NA,NA,NA,NA,1
"Villvarlange, Mr. Pierre Léon Gabriel",male,19,restaurant staff,S,England,NA,NA,NA,NA,0
"Vine, Mr. Herbert Thomas Gordon",male,18,restaurant staff,S,England,NA,NA,NA,NA,0
"Vioni, Sig. Roberto",male,25,restaurant staff,S,Italy,NA,NA,NA,NA,0
"Voegelin-Dubach, Sig. Johannes",male,35,restaurant staff,S,England,NA,NA,NA,NA,0
"Wake, Mr. Percy",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"Wallis, Mrs. Catherine Jane",female,36,victualling crew,S,England,NA,NA,NA,NA,0
"Walpole, Mr. James",male,48,victualling crew,B,England,NA,NA,NA,NA,0
"Walsh, Miss. Catherine",female,32,victualling crew,S,Ireland,NA,NA,NA,NA,0
"Ward, Mr. Arthur",male,23,engineering crew,B,England,NA,NA,NA,NA,0
"Ward, Mr. Edward",male,34,victualling crew,B,England,NA,NA,NA,NA,0
"Ward, Mr. James William",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Ward, Mr. Percy Thomas",male,40,victualling crew,B,England,NA,NA,NA,NA,0
"Ward, Mr. William",male,37,victualling crew,S,England,NA,NA,NA,NA,1
"Wardner, Mr. Fred Albert",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Wareham, Mr. Robert Arthur",male,37,victualling crew,B,England,NA,NA,NA,NA,0
"Warwick, Mr. Tom",male,26,victualling crew,S,England,NA,NA,NA,NA,0
"Wateridge, Mr. Edward Lewis",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Watson, Mr. William Albert",male,15,victualling crew,S,England,NA,NA,NA,NA,0
"Watson, Mr. Willim",male,27,engineering crew,S,England,NA,NA,NA,NA,0
"Weatherston, Mr. Thomas Herbert",male,25,victualling crew,B,England,NA,NA,NA,NA,0
"Webber, Mr. Francis Albert",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Webb, Mr. Brook Holding",male,50,victualling crew,B,England,NA,NA,NA,NA,0
"Webb, Mr. Samuel Francis",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"Weikman, Mr. Augustus Henry",male,52,victualling crew,S,United States,NA,NA,NA,NA,1
"Welch, Mr. William Harold",male,21,victualling crew,S,England,NA,NA,NA,NA,0
"Weller, Mr. William Clifford",male,30,deck crew,B,England,NA,NA,NA,NA,1
"Wheat, Mr. Joseph Thomas",male,30,victualling crew,B,England,NA,NA,NA,NA,1
"Wheelton, Mr. Edneser Edward",male,29,victualling crew,B,England,NA,NA,NA,NA,1
"Whiteley, Mr. Thomas Arthur",male,18,victualling crew,S,England,NA,NA,NA,NA,1
"White, Mr. Albert",male,21,engineering crew,S,England,NA,NA,NA,NA,0
"White, Mr. Alfred",male,32,engineering crew,S,England,NA,NA,NA,NA,1
"White, Mr. Arthur",male,37,victualling crew,S,England,NA,NA,NA,NA,0
"White, Mr. Edward Joseph",male,27,victualling crew,S,England,NA,NA,NA,NA,0
"White, Mr. Frank Leonard",male,28,engineering crew,S,England,NA,NA,NA,NA,0
"White, Mr. Leonard Lisle Oliver",male,32,victualling crew,B,Australia,NA,NA,NA,NA,0
"White, Mr. William George",male,23,engineering crew,S,England,NA,NA,NA,NA,1
"Whitford, Mr. Alfred Henry",male,39,victualling crew,S,England,NA,NA,NA,NA,0
"Widgery, Mr. Isaac George",male,37,victualling crew,S,England,NA,NA,NA,NA,1
"Wilde, Mr. Henry Tingle",male,39,deck crew,S,England,NA,NA,NA,NA,0
"Williams, Mr. Arthur John",male,42,victualling crew,S,England,NA,NA,NA,NA,0
"Williams, Mr. Samuel Solomon",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Williams, Mr. Walter John",male,28,victualling crew,S,England,NA,NA,NA,NA,1
"Williamson, Mr. James Bertram",male,35,victualling crew,S,Ireland,NA,NA,NA,NA,0
"Willis, Mr. William",male,59,victualling crew,S,England,NA,NA,NA,NA,0
"Willsher, Mr. William Aubrey",male,34,victualling crew,S,England,NA,NA,NA,NA,0
"Wilson, Mr. Herbert 'Bertie'",male,28,engineering crew,B,England,NA,NA,NA,NA,0
"Wilton, Mr. William Edward",male,53,engineering crew,S,England,NA,NA,NA,NA,0
"Windebank, Mr. Alfred Edgar",male,38,victualling crew,S,England,NA,NA,NA,NA,1
"Winser, Mr. Rowland",male,36,victualling crew,S,England,NA,NA,NA,NA,0
"Witcher, Mr. Albert Ernest",male,39,engineering crew,S,England,NA,NA,NA,NA,0
"Witter, Mr. James William Cheetham",male,31,victualling crew,S,England,NA,NA,NA,NA,1
"Wittman, Mr. Henry",male,39,victualling crew,S,Austria,NA,NA,NA,NA,0
"Witt, Mr. Henry Dennis",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Witts, Mr. William Francis",male,35,engineering crew,S,England,NA,NA,NA,NA,0
"Woodford, Mr. Frederick Ernest",male,40,engineering crew,S,England,NA,NA,NA,NA,0
"Wood, Mr. Henry",male,31,engineering crew,S,England,NA,NA,NA,NA,0
"Wood, Mr. James Thomas",male,49,victualling crew,S,England,NA,NA,NA,NA,0
"Woody, Mr. Oscar Scott",male,41,victualling crew,S,United States,NA,NA,NA,NA,0
"Wormald, Mr. Henry Frederick Charles",male,45,victualling crew,S,England,NA,NA,NA,NA,0
"Worthman, Mr. William Henry",male,37,engineering crew,S,England,NA,NA,NA,NA,0
"Wrapson, Mr. Frederick Bernard",male,19,victualling crew,B,England,NA,NA,NA,NA,0
"Wright, Mr. Frederick",male,24,victualling crew,S,England,NA,NA,NA,NA,0
"Wright, Mr. William",male,40,victualling crew,S,England,NA,NA,NA,NA,1
"Wyeth, Mr. James Robert",male,26,engineering crew,S,England,NA,NA,NA,NA,0
"Wynn, Mr. Walter",male,41,deck crew,B,England,NA,NA,NA,NA,1
"Yearsley, Mr. Harry",male,40,victualling crew,S,England,NA,NA,NA,NA,1
"Young, Mr. Francis James",male,32,engineering crew,S,England,NA,NA,NA,NA,0
"Zanetti, Sig. Minio",male,20,restaurant staff,S,England,NA,NA,NA,NA,0
"Zarracchi, Sig. L.",male,26,restaurant staff,S,England,NA,NA,NA,NA,0
